Address,lat,lng
"1400 Dogwood St #400, Campbell River, BC V9W 3A6, Canada",50.0296166,-125.2521598
"8953 Arbuckle St, Canal Flats, BC V0B 1B0, Canada",50.15619539999999,-115.8091731
"7296 Canim Lake S Rd, Canim Lake, BC V0K 1J0, Canada",51.7681958,-120.8983014
"7390 50 St NE, Canoe, BC V0E 1K0, Canada",50.75378569999999,-119.2271325
"4493 Canyon-Lister Rd, Canyon, BC V0B 1C1, Canada",49.0806756,-116.4480961
"1965 Columbia Ave, Castlegar, BC V1N 2W0, Canada",49.29691709999999,-117.6528074
"651 18 St, Castlegar, BC V1N 2N1, Canada",49.3004841,-117.6561701
"2347 BC-3A, Castlegar, BC V1N 4P3, Canada",49.4108672,-117.5404099
"2111 Main St, Cawston, BC V0X 1C1, Canada",49.1790531,-119.7595765
"4953 Cecil Lake Rd, Cecil Lake, BC V0C 1G0, Canada",56.3043495,-120.5779045
"5328 Squilax - Anglemont Rd, Celista, BC V0E 1M6, Canada",50.9421074,-119.3498278
"Charlie Lake, Peace River, BC V0C, Canada",56.3365824,-120.9937345
"8774 Holding Rd, Chase, BC V0E 1M2, Canada",50.94427,-119.6643127
"9576 Chemainus Rd, Chemainus, BC V0R 1K5, Canada",48.9143677,-123.7128913
"3055 Oak St #107e, Chemainus, BC V0R 4K0, Canada",48.9255702,-123.7272438
"1193 E Hwy 6, Cherryville, BC V0E 2G3, Canada",50.2460153,-118.6283797
"187 N Fork Rd, Cherryville, BC V0E 2G3, Canada",50.243894,-118.603919
"4905 S Access Rd, Chetwynd, BC V0C 1J0, Canada",55.69699689999999,-121.6290481
"43971 Industrial Way, Chilliwack, BC V2R 3A4, Canada",49.1462952,-122.0081315
"8247 Young Rd, Chilliwack, BC V2P 4N8, Canada",49.1518051,-121.9516485
"2a, 9701 Menzies St #1, Chilliwack, BC V2P 5Z6, Canada",49.17854639999999,-121.9341362
"5865 Vedder Rd, Chilliwack, BC V2R 1C3, Canada",49.1090297,-121.9593371
"6640 Vedder Rd, Chilliwack, BC V2R 0J2, Canada",49.123571,-121.9591419
"45610 Luckakuck Way building c, Chilliwack, BC V2R 1A2, Canada",49.1394189,-121.96257
"41582 Yale Rd, Chilliwack, BC V2R 4J3, Canada",49.1300801,-122.0733793
"8559 Young Rd, Chilliwack, BC V2P 4P2, Canada",49.1579756,-121.9528895
"8249 Eagle Landing Pkwy f 418, Chilliwack, BC V2R 0P9, Canada",49.1516296,-121.9798503
"45844 Yale Rd, Chilliwack, BC V2P 2N8, Canada",49.1651191,-121.9577644
"45850 Yale Rd #10, Chilliwack, BC V2P 4N6, Canada",49.16572859999999,-121.9575388
"51273 Yale Rd, Chilliwack, BC V0X 1X2, Canada",49.1821515,-121.8059775
"A-46298 Yale Rd, Chilliwack, BC V2P 2P6, Canada",49.1728351,-121.9460789
"5960 Tyson Rd #101, Chilliwack, BC V2R 3R5, Canada",49.1103682,-121.9761604
"5615 Teskey Way Suite 201, Chilliwack, BC V2R 0K5, Canada",49.1040816,-121.9347749
"45555 Market Way #5, Chilliwack, BC V2R 0M5, Canada",49.1049138,-121.9639441
"53003 Bunker Rd, Rosedale, BC V0X 1X1, Canada",49.1845186,-121.7636999
"42221 Yarrow Central Rd, Chilliwack, BC V2R 5E3, Canada",49.0823021,-122.0561494
"42220 Yarrow Central Rd, Chilliwack, BC V2R 5E4, Canada",49.081834,-122.0561389
"42231 Yarrow Central Rd, Chilliwack, BC V2R 5E3, Canada",49.0823365,-122.0557672
"45779 Luckakuck Way, Chilliwack, BC V2R 4E8, Canada",49.14365489999999,-121.9603028
"1590 McGregor Frontage Rd, Christina Lake, BC V0H 1E0, Canada",49.03990539999999,-118.2077229
"1819 BC-3, Christina Lake, BC V0H 1E2, Canada",49.0666778,-118.2130196
"1720 Sandner Frontage Rd, Christina Lake, BC V0H 1E3, Canada",49.04569919999999,-118.2041133
"228 Yellowhead Hwy, Clearwater, BC V0E 1N2, Canada",51.64718569999999,-120.0497401
"17745 64 Ave, Surrey, BC V3S 1Z2, Canada",49.12001799999999,-122.7317458
"1400 Cowichan Bay Rd #49, Cobble Hill, BC V0R 1L3, Canada",48.71093949999999,-123.6079941
"3566 Holland Ave, Cobble Hill, BC V0R 1L2, Canada",48.6891073,-123.6029616
"12408 Kalamalka Rd, Coldstream, BC V1B 1M3, Canada",50.2302367,-119.2637056
"6015 BC-6, Coldstream, BC V1B 3E2, Canada",50.2400558,-119.0923278
"Coldstream, BC, Canada",50.223641,-119.228205
"1905 Sooke Rd unit 4, Victoria, BC V9B 1J2, Canada",48.4416234,-123.4684866
"345 Latoria Blvd #104, Victoria, BC V9C 0L7, Canada",48.4067893,-123.4892598
"2244 Sooke Rd, Victoria, BC V9B 2A6, Canada",48.4347433,-123.4932361
"649 Anderton Rd, Comox, BC V9M 2J1, Canada",49.6864303,-124.9354448
"1496 Ryan Rd E, Comox, BC V0R 2K0, Canada",49.7153692,-124.912614
"3080 Comox Rd, Courtenay, BC V9N 3P8, Canada",49.6790731,-124.963006
"2484 Alberni Hwy, Coombs, BC V0R 1M0, Canada",49.3025652,-124.4353824
"1125 Falcon Dr, Coquitlam, BC V3E 2G2, Canada",49.279683,-122.8175569
"319 North Rd, Coquitlam, BC V3N 4J5, Canada",49.24291729999999,-122.8916284
"580 Clarke Rd #100, Coquitlam, BC V3J 0G4, Canada",49.26264,-122.88816
"Coquitlam, BC, Canada",49.2837626,-122.7932065
"170 Golden Dr, Coquitlam, BC V3K 6J1, Canada",49.2329991,-122.8204817
"405 North Rd, Coquitlam, BC V3K 3V9, Canada",49.24657699999999,-122.8914172
"1000 Austin Ave, Coquitlam, BC V3K 3P1, Canada",49.2486918,-122.8672132
"3025 Lougheed Hwy. #785, Coquitlam, BC V3B 6S2, Canada",49.2759203,-122.7940918
"1175 Johnson St #390, Coquitlam, BC V3B 7K1, Canada",49.28221,-122.80086
"1410 Parkway Blvd, Coquitlam, BC V3E 3J7, Canada",49.2960109,-122.8029428
"2662 Austin Ave #11, Coquitlam, BC V3K 6C4, Canada",49.24865020000001,-122.8172577
"2773 Barnet Hwy 25 d, Coquitlam, BC V3B 7A1, Canada",49.2781919,-122.8072461
"140 Schoolhouse St, Coquitlam, BC V3K 6V9, Canada",49.2344294,-122.8530709
"Envision Credit Union, 3025 Lougheed Hwy., Coquitlam, BC V3B 6S2, Canada",49.27499,-122.7930223
"Parking lot, 1301 Lougheed Hwy., Coquitlam, BC V3K 6P9, Canada",49.2350801,-122.8565551
"1611 Forrest Rd, Squirrel Cove, BC V0P 1T0, Canada",50.1178628,-124.9128666
"2355 Mansfield Dr, Courtenay, BC V9N 2M2, Canada",49.677856,-124.9810928
"275 8th St, Courtenay, BC V9N 1N4, Canada",49.6894731,-124.9969399
"1599 Cliffe Ave, Courtenay, BC V9N 2K6, Canada",49.6838898,-124.9927538
"1003 Ryan Rd, Courtenay, BC V9N 3R6, Canada",49.69861539999999,-124.9847526
"444 Lerwick Rd #101, Courtenay, BC V9N 9G4, Canada",49.7102313,-124.9635389
"2751 Cliffe Ave, Courtenay, BC V9N 2L8, Canada",49.6734751,-124.9837304
"1745 Cowichan Bay Rd, Cowichan Bay, BC V0R 0C2, Canada",48.7406647,-123.6208336
"21 Cranbrook St N, Cranbrook, BC V1C 3P7, Canada",49.512876,-115.768221
"22 7 Ave S, Cranbrook, BC V1C 2J1, Canada",49.5113317,-115.7715869
"Willowbrook Dr, Cranbrook, BC V1C, Canada",49.5276124,-115.7457234
"2455 30th Ave S, Cranbrook, BC V1C 7A4, Canada",49.486477,-115.7403532
"16050 BC-3A, Crawford Bay, BC V0B 1E0, Canada",49.6757581,-116.8240447
"1303 BC-6, Crescent Valley, BC V0G 1H0, Canada",49.4462975,-117.5580534
"1507 Canyon St, Creston, BC V0B 1G3, Canada",49.0952908,-116.5080526
"1534 Joan Ave, Crofton, BC V0R 1R0, Canada",48.8643941,-123.6415222
"8132 York Ave, Crofton, BC V0R 1R0, Canada",48.8646254,-123.6460365
"3696 Columbia Valley Hwy, Cultus Lake, BC V2R 5A6, Canada",49.0699958,-121.9622573
"2692 Dunsmuir Ave, Cumberland, BC V0R 1S0, Canada",49.61900079999999,-125.0309826
"12121 8th St, Dawson Creek, BC V1G 0B8, Canada",55.7379165,-120.2252242
"10100 8th St, Dawson Creek, BC V1G 3P7, Canada",55.7580706,-120.2238111
"11000 8th St #2, Dawson Creek, BC V1G 4K6, Canada",55.7501513,-120.2209884
"Dawsons Landing, BC, Canada",51.5760835,-127.5910852
"100 Boulder St, Dease Lake, BC V0C 1L0, Canada",58.43813749999999,-129.9901433
"10190 River Rd, Delta, BC V4C 2R3, Canada",49.1562984,-122.9406565
"8310 112 St, Delta, BC V4C 7A2, Canada",49.15487719999999,-122.91204
"6439 120 St, Delta, BC V4E 3H6, Canada",49.1206372,-122.8921361
"6574 Ladner Trunk Rd, Delta, BC V4K 3M2, Canada",49.0894667,-123.0411101
"8037 120 St, Delta, BC V4C 6P7, Canada",49.1495131,-122.8910173
"6955 120 St, Delta, BC V4E 2A8, Canada",49.1294785,-122.8909747
"5449 48 Ave, Delta, BC V4K 1W6, Canada",49.0905044,-123.0725102
"8473 120 St, Delta, BC V4C 6R2, Canada",49.1572754,-122.8909066
"8899 120 St, Delta, BC V4C 6R6, Canada",49.16494600000001,-122.8907926
"10757 Delsom Crescent, Delta, BC V4C 0B6, Canada",49.1553062,-122.9256447
"4857 Elliott St #114, Delta, BC V4K 2X7, Canada",49.09118650000001,-123.084235
"1215 56 St, Delta, BC V4L 2A6, Canada",49.0252078,-123.0695356
"7229 120 St, Delta, BC V4C 6P5, Canada",49.1347266,-122.8919825
"1143 56 St, Delta, BC V4L 2A2, Canada",49.0231621,-123.0701933
"1069 NW Rd, Denman Island, BC V0R 0C4, Canada",49.53499559999999,-124.8164711
"1 Shearwater Rd, Denny Island, BC V0T 1B0, Canada",52.1469079,-128.0901211
"41699 Lougheed Hwy., Deroche, BC V0M 1G0, Canada",49.1904244,-122.0712758
"41679 Lougheed Hwy., Deroche, BC V0M 1G0, Canada",49.1898535,-122.0716473
"11942 BC-3A, Boswell, BC V0B 1A0, Canada",49.4377136,-116.7550277
"8793 River Rd S, Dewdney, BC V0M 1H0, Canada",49.1616267,-122.1964955
"3330 Cowichan Lake Rd #106, Duncan, BC V9L 4C4, Canada",48.7914,-123.73712
"127 Trans - Canada Hwy, Duncan, BC V9L 3P8, Canada",48.7745867,-123.7003146
"2900 Drinkwater Rd, Duncan, BC V9L 6C6, Canada",48.8023052,-123.7172815
"5777 Trans - Canada Hwy f, Duncan, BC V9L 3R8, Canada",48.7807114,-123.6980457
"4485 Trans - Canada Hwy a, Duncan, BC V9L 6L8, Canada",48.7295025,-123.6387231
"2755 Beverly St, Duncan, BC V9L 6C8, Canada",48.7861602,-123.7077782
"4562 Eagle Bay Rd, Eagle Bay, BC V0E 1T0, Canada",50.9323363,-119.2291915
"Parking lot, 5061 BC-3, Manning Park, BC V0X 1R0, Canada",49.13548369999999,-120.6183754
"4806 Selkirk Ave, Edgewater, BC V0A 1E0, Canada",50.69782470000001,-116.1350329
"217 Lakeshore Ave, Edgewood, BC V0G 1J0, Canada",49.7781902,-118.1406969
"6781 Bathgate Rd, Sechelt, BC V0N 2H4, Canada",49.7490573,-123.9304521
"808 Michel Rd, Elkford, BC V0B 1H0, Canada",50.0246738,-114.9195408
"5385 BC-3, Elko, BC V0B 1J0, Canada",49.3013257,-115.1160347
"1510 George St, Enderby, BC V0E 1V0, Canada",50.5553575,-119.1414396
"900 George St, Enderby, BC V0E 1V0, Canada",50.5504144,-119.1402681
"895 Enderby Mabel Lake Rd, Enderby, BC V4Y 4K8, Canada",50.5561386,-119.0150722
"3514 Mabel Lake Forest service Rd, Lumby, BC V0E 2G6, Canada",50.4893373,-118.7178838
"3705 BC-3, Arrow Creek, BC V0B 1G1, Canada",49.09048809999999,-116.4634476
"1544 Grafton Ave, Errington, BC V0R 1V0, Canada",49.289154,-124.3703578
"533 Admirals Rd, Victoria, BC V9A 2N5, Canada",48.42973019999999,-123.4167737
"856 Esquimalt Rd, Victoria, BC V9A 3M4, Canada",48.431801,-123.3986968
"1153 Esquimalt Rd #12, Victoria, BC V9A 5G6, Canada",48.4292728,-123.4105698
"Fairmont Hot Springs, BC V0A 1K4, Canada",50.335927,-115.851186
"5744 BC-97, Falkland, BC V0E 1W1, Canada",50.5006353,-119.5583464
"6856 Island Hwy S, Fanny Bay, BC V0R 1W0, Canada",49.525502,-124.848981
"BC-3, Fernie, BC, Canada",49.5070331,-115.0654619
"1641 7 Ave, Fernie, BC V0B 1M0, Canada",49.51498369999999,-115.0584495
"792 2 Ave, Fernie, BC V0B 1M0, Canada",49.5047981,-115.0587322
"5339 Fernie Ski Hill Rd, Fernie, BC V0B 1M0, Canada",49.462703,-115.0857393
"318 Stephen Ave, Field, BC V0A 1L0, Canada",51.3950419,-116.489821
"4525 Canim-Hendrix Lake Rd, Forest Grove, BC V0K 1G0, Canada",51.7668075,-121.0968609
"3995 50th Ave S, Fort Nelson, BC V0C 1R0, Canada",58.80105630000001,-122.6773417
"470 Stuart Dr W #7, Fort St James, BC V0J 1P0, Canada",54.4444415,-124.257455
"4131 Sowchea Rd, Fort St James, BC V0J 1P0, Canada",54.42398840000001,-124.308381
"10419 Alaska Rd S, Fort St John, BC V1J 1B1, Canada",56.23855469999999,-120.855207
"8540 Alaska Rd N, Fort St John, BC V1J 5L6, Canada",56.2296534,-120.8206609
"9924 110 Ave, Fort St John, BC V1J 2T1, Canada",56.2554276,-120.8469996
"Parking lot, Parking lot, 9803 93 Ave, Fort St John, BC V1J 6W9, Canada",56.2387642,-120.8446297
"9104 100 Ave #101, Fort St John, BC V1J 1X4, Canada",56.2467698,-120.8308264
"8155 100 Ave, Fort St John, BC V1J 1W4, Canada",56.2461305,-120.8130481
"11004 100 Ave, Fort St John, BC V1J 1Z8, Canada",56.24669729999999,-120.864487
"575 N Rd #4, Gabriola, BC V0R 1X3, Canada",49.1731276,-123.8450264
"3350 Coast Rd, Gabriola, BC V8K 1E1, Canada",49.14832089999999,-123.6972507
"61 Georgeson Bay Rd, Galiano Island, BC V0N 0E9, Canada",48.89011989999999,-123.3470351
"14 Madrona Dr, Mayne Island, BC V0N 2J0, Canada",48.8786915,-123.3182515
"4958 Lyons Rd, Garden Bay, BC V0N 1S0, Canada",49.6322638,-124.0278298
"4907 Pool Rd, Garden Bay, BC V0N 1S0, Canada",49.6317147,-124.0309879
"40330 Tantalus Rd, Squamish, BC V0N 0C2, Canada",49.7394711,-123.1332368
"502 12 Ave, Genelle, BC V0G 1G0, Canada",49.2127436,-117.6912786
"412 Marine Dr, Gibsons, BC V0N 1V4, Canada",49.4016875,-123.5049682
"1100 BC-101 #101, Gibsons, BC V0N 1V7, Canada",49.4077171,-123.5310111
"5150 Gillies Bay Rd, Gillies Bay, BC V0N 1W0, Canada",49.67922129999999,-124.4768786
"14869 Lillooet-Pioneer Rd, Gold Bridge, BC V0K 1P0, Canada",50.8512625,-122.8390445
"390 Muchalat Dr #4, Gold River, BC V0P 1G0, Canada",49.7793006,-126.0495339
"1203 9 St S, Golden, BC V0A 1H0, Canada",51.2964893,-116.9584689
"1049 Trans - Canada Hwy, Golden, BC V0A 1H2, Canada",51.3112875,-116.9718753
"1545 Kicking Horse Trl, Golden, BC V0A 1H0, Canada",51.2979838,-117.0470238
"1606 Cecil Lake Rd, Goodlow, BC V0C 0A9, Canada",56.33421999999999,-120.13725
"1675 Central Ave, Grand Forks, BC V0H 1H0, Canada",49.029756,-118.4578502
"6401 BC-3, Grand Forks, BC V0H 1H5, Canada",49.02551279999999,-118.4224926
"70 Hagen St, Granisle, BC V0J 1W0, Canada",54.8861989,-126.2077795
"3335 BC-93, Grasmere, BC V0B 1R0, Canada",49.1029754,-115.0856948
"14729 BC-3A, Gray Creek, BC V0B 1S0, Canada",49.6034251,-116.7946179
"135 3 Ave, Grindrod, BC V0E 1Y0, Canada",50.6270074,-119.1210848
"8445 271 Rd, Groundbirch, BC V0C 0B4, Canada",55.7807994,-120.9238467
"BC-20, British Columbia, Canada",52.0185601,-124.2983621
"7816 Fawn Rd, Halfmoon Bay, BC V0N 1Y1, Canada",49.4742877,-123.8702958
"5642 Mintie Rd, Halfmoon Bay, BC V0N 1Y2, Canada",49.5116711,-123.9098114
"5411 Secret Cove Rd, Halfmoon Bay, BC V0N 1Y2, Canada",49.5343173,-123.9646314
"222 Cedar Ave, Harrison Hot Springs, BC V0M 1K0, Canada",49.3015937,-121.7844492
"46001 Lougheed Hwy., Agassiz, BC V0M 1A0, Canada",49.2515298,-121.9575473
"100 Strayhorse Rd, Hedley, BC V0X 1K0, Canada",49.3922375,-119.9034412
"897 Scott Ave, Hedley, BC V0X 1K0, Canada",49.3579465,-120.0763134
"1536 W Rd, Heriot Bay, BC V0P 0A7, Canada",50.1010907,-125.2080056
"BC-97, British Columbia, Canada",54.6985492,-122.7918979
"39200 BC-97, Hixon, BC V0K 1S0, Canada",53.4165786,-122.5824071
"2 E Hardy Way, Mount Waddington B, BC V0N 1Z0, Canada",50.6571754,-128.0087033
"10056 S Shore Rd, Honeymoon Bay, BC V0R 1Y0, Canada",48.81682439999999,-124.1758781
"272 Wallace St, Hope, BC V0X 1L0, Canada",49.378836,-121.4423131
"583 Old Hope Princeton Way, Hope, BC V0X 1L4, Canada",49.3766042,-121.4306891
"28775 Trans - Canada Hwy, Yale, BC V0K 2S0, Canada",49.519718,-121.4209866
"14850 Alpine Blvd, Hope, BC V0X 1L5, Canada",49.27392,-121.231497
"5875 Central Rd, Hornby Island, BC V0R 1Z0, Canada",49.52434479999999,-124.647585
"5766 Horsefly Rd, Horsefly, BC V0L 1L0, Canada",52.3326612,-121.4167149
"2800 Yellowhead Hwy, Houston, BC V0J 1Z1, Canada",54.3895144,-126.6803247
"10101 Beattie Dr, Hudson's Hope, BC V0C 1V0, Canada",56.0283718,-121.9153084
"1310 7th Ave, Invermere, BC V0A 1K4, Canada",50.5031487,-116.0276164
"4860 Athalmer Rd, Athalmer, BC V0A 1K0, Canada",50.5155967,-116.0089085
"2359 BC-3 #93, Jaffray, BC V0B 1T0, Canada",49.3797742,-115.2753217
"1066 Hwy 3A, Kaleden, BC V0H 1K0, Canada",49.3450606,-119.7188657
"405 Victoria St, Kamloops, BC V2C 2A9, Canada",50.675645,-120.3316691
"1821 Trans-Canada Hwy E, Kamloops, BC V2C 3Z7, Canada",50.678632,-120.2821835
"177 Tranquille Rd #2, Kamloops, BC V2B 3E8, Canada",50.6847649,-120.354987
"3200 Valleyview Dr #303, Kamloops, BC V2C 0H1, Canada",50.6707592,-120.2254311
"1380 Hillside Dr, Kamloops, BC V2E 2S3, Canada",50.6548801,-120.3758654
"437 3 Ave, Kamloops, BC V2C 2J5, Canada",50.67374,-120.33417
"2101 Trans-Canada Hwy E #8, Kamloops, BC V2C 4J9, Canada",50.67950039999999,-120.2647723
"3369 Westsyde Rd, Kamloops, BC V2B 0A3, Canada",50.7702055,-120.3429219
"1250 Rogers Way, Kamloops, BC V1S 1N5, Canada",50.6520829,-120.3723078
"843 Desmond St, Kamloops, BC V2B 5K3, Canada",50.7012149,-120.3924148
